MY_COLOR,IN_FEN,OUT_FORMAT,OUT_STANDARD
WHITE,r1bqrnk1/ppp2pbp/3p1n2/3PpP2/1PP5/P1N3P1/4N1BP/R1BQ1RK1 w - - 1 15,h2h3,h2h3
WHITE,r1bqrn1k/ppp2pbp/3p1n2/3PpP2/1PP5/P1N3PP/4N1B1/R1BQ1RK1 w - - 1 16,g3g4,g3g4
WHITE,r1bqrn1k/ppp2pb1/3p1n1p/3PpP2/1PP3P1/P1N4P/4N1B1/R1BQ1RK1 w - - 0 17,e2g3,e2g3
WHITE,r1bqr2k/pppn1pb1/3p1n1p/3PpP2/1PP3P1/P1N3NP/6B1/R1BQ1RK1 w - - 2 18,c1e3,c1e3
WHITE,r1bq2rk/pppn1pb1/3p1n1p/3PpP2/1PP3P1/P1N1B1NP/6B1/R2Q1RK1 w - - 4 19,d1d2,d1d2
WHITE,r1bq2rk/ppp2pb1/1n1p1n1p/3PpP2/1PP3P1/P1N1B1NP/3Q2B1/R4RK1 w - - 6 20,d2d3,d2d3
WHITE,r2q2rk/pppb1pb1/1n1p1n1p/3PpP2/1PP3P1/P1NQB1NP/6B1/R4RK1 w - - 8 21,c4c5,c4c5
WHITE,r2q2rk/pppb1pb1/3p1n1p/2PPpP2/nP4P1/P1NQB1NP/6B1/R4RK1 w - - 1 22,c3e4,c3e4
WHITE,r2q2rk/pppb1pb1/5n1p/2pPpP2/nP2N1P1/P2QB1NP/6B1/R4RK1 w - - 0 23,b4c5,b4c5
WHITE,r2q2rk/1ppb1pb1/p4n1p/2PPpP2/n3N1P1/P2QB1NP/6B1/R4RK1 w - - 0 24,e4f6,e4f6
WHITE,r2q2rk/1pp2pb1/p4N1p/1bPPpP2/n5P1/P2QB1NP/6B1/R4RK1 w - - 1 25,d3d2,d3d2
WHITE,r2q2rk/1pp2p2/p4b1p/1bPPpP2/n5P1/P3B1NP/3Q2B1/R4RK1 w - - 0 26,g3e4,g3e4
WHITE,r2q2rk/1pp2p2/p4b1p/2PPpP2/n3N1P1/P3B2P/3Q2B1/R4bK1 w - - 0 27,a1f1,a1f1
WHITE,r2q2rk/1pp2p2/p6p/2PPpPb1/n3N1P1/P3B2P/3Q2B1/5RK1 w - - 1 28,e3g5,e3g5
WHITE,r2q2rk/1pp2p2/p7/2PPpPp1/n3N1P1/P6P/3Q2B1/5RK1 w - - 0 29,h3h4,h3h4
WHITE,r2q2rk/1pp2p2/p7/2PPpP2/n3N1Pp/P7/3Q2B1/5RK1 w - - 0 30,d2h6,d2h6
BLACK,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,d7d6,d7d6
BLACK,rnbqkbnr/ppp1pppp/3p4/8/2B1P3/8/PPPP1PPP/RNBQK1NR b KQkq - 1 2,g7g6,g7g6
BLACK,rnbqkbnr/ppp1pp1p/3p2p1/8/2B1P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 1 3,f8g7,f8g7
BLACK,rnbqk1nr/ppp1pBbp/3p2p1/8/4P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 0 4,e8f7,e8f7
BLACK,rnbq2nr/ppp1pkbp/3p2p1/6N1/4P3/8/PPPP1PPP/RNBQK2R b KQ - 1 5,f7e8,f7e8
BLACK,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,b7b6,b7b6
BLACK,rnbqkbnr/p1pppppp/1p6/8/2B1P3/8/PPPP1PPP/RNBQK1NR b KQkq - 1 2,c8b7,c8b7
BLACK,rn1qkbnr/pbpppppp/1p6/8/2B1P3/2N5/PPPP1PPP/R1BQK1NR b KQkq - 3 3,e7e6,e7e6
BLACK,rn1qkbnr/pbpp1ppp/1p2p3/8/2B1P3/2N5/PPPPNPPP/R1BQK2R b KQkq - 1 4,g8e7,g8e7
BLACK,rn1qkb1r/pbppnppp/1p2p3/8/2B1P3/2NP4/PPP1NPPP/R1BQK2R b KQkq - 0 5,g7g6,g7g6
BLACK,rn1qkb1r/pbppnp1p/1p2p1p1/8/2B1P3/2NP4/PPP1NPPP/R1BQ1RK1 b kq - 1 6,f8g7,f8g7
BLACK,rn1qk2r/pbppnpbp/1p2p1p1/8/2B1PP2/2NP4/PPP1N1PP/R1BQ1RK1 b kq - 0 7,d7d5,d7d5
BLACK,rn1qk2r/pbp1npbp/1p2p1p1/3p4/4PP2/1BNP4/PPP1N1PP/R1BQ1RK1 b kq - 1 8,O-O,e8g8
BLACK,rn1q1rk1/pbp1npbp/1p2p1p1/3pP3/5P2/1BNP4/PPP1N1PP/R1BQ1RK1 b - - 0 9,c7c5,c7c5
BLACK,rn1q1rk1/pb2npbp/1p2p1p1/2ppP3/5P2/1BNP2N1/PPP3PP/R1BQ1RK1 b - - 1 10,b8c6,b8c6
BLACK,r2q1rk1/pb2npbp/1pn1p1p1/2ppP3/5P2/1B1P2N1/PPP1N1PP/R1BQ1RK1 b - - 3 11,b6b5,b6b5
BLACK,r2q1rk1/pb2npbp/2n1p1p1/1pppP3/5P2/PB1P2N1/1PP1N1PP/R1BQ1RK1 b - - 0 12,c5c4,c5c4
BLACK,r2q1rk1/pb2npbp/2n1p1p1/1p1pP3/2p2P2/P2P2N1/BPP1N1PP/R1BQ1RK1 b - - 1 13,f7f6,f7f6
BLACK,r2q1rk1/pb2n1bp/2n1pPp1/1p1p4/2p2P2/P2P2N1/BPP1N1PP/R1BQ1RK1 b - - 0 14,g7f6,g7f6
BLACK,r2q1rk1/pb2n2p/2n1pbp1/1p1p4/2p2P2/P2P2N1/BPP1N1PP/R1BQ1R1K b - - 1 15,a7a5,a7a5
BLACK,r2q1rk1/1b2n2p/2n1pbp1/pp1p4/2p2P2/P2P2N1/BPP1N1PP/R1BQR2K b - - 1 16,f6g7,f6g7
BLACK,r2q1rk1/1b2n1bp/2n1p1p1/pp1p4/2p2P2/P1PP2N1/BP2N1PP/R1BQR2K b - - 0 17,a5a4,a5a4
BLACK,r2q1rk1/1b2n1bp/2n1p1p1/1p1p4/p1p2P2/P1PPB1N1/BP2N1PP/R2QR2K b - - 1 18,e6e5,e6e5
BLACK,r2q1rk1/1b2n1bp/2n3p1/1pBpp3/p1p2P2/P1PP2N1/BP2N1PP/R2QR2K b - - 1 19,e5f4,e5f4
BLACK,r2q1rk1/1b2n1bp/2n3p1/1pBp4/p1p2p2/P1PP4/BP2N1PP/R2QRN1K b - - 1 20,f4f3,f4f3
BLACK,r2q1rk1/1b2n1bp/2n3p1/1pBp4/p1p5/P1PP1P2/BP2N2P/R2QRN1K b - - 0 21,f8f3,f8f3
BLACK,r2q2k1/1b2n1bp/2n3p1/1pBp4/p1p5/P1PP1r2/BP1NN2P/R2QR2K b - - 1 22,f3d3,f3d3
BLACK,r2q2k1/1b2n1bp/2n3p1/1pBp4/p1p2N2/P1Pr4/BP1N3P/R2QR2K b - - 1 23,d3d2,d3d2
BLACK,r2q2k1/1b2n1bp/2n3p1/1pBp4/p1p2N2/P1P5/BP1Q3P/R3R2K b - - 0 24,d5d4,d5d4
BLACK,r2q2k1/1b2n1bp/2n3p1/1pB5/p1pp1N2/P1P5/BP4QP/R3R2K b - - 1 25,c6a5,c6a5
BLACK,r2q2k1/1b2n1bp/6p1/npB5/p1ppRN2/P1P5/BP4QP/R6K b - - 3 26,e7f5,e7f5
BLACK,r2q2k1/1b4bp/6p1/npB2n2/p1pPRN2/P7/BP4QP/R6K b - - 0 27,f5h4,f5h4
BLACK,r2q2k1/1b4bp/6p1/npB5/p1pPRN1n/P7/BP2Q2P/R6K b - - 2 28,d8g5,d8g5
BLACK,r5k1/1b4bp/6p1/npBP2q1/p1p1RN1n/P7/BP2Q2P/R6K b - - 0 29,b7d5,b7d5
BLACK,r5k1/6bp/6p1/npBN2q1/p1p1R2n/P7/BP2Q2P/R6K b - - 0 30,g5d5,g5d5
BLACK,r5k1/4B1bp/6p1/np1q4/p1p1R2n/P7/BP2Q2P/R6K b - - 1 31,h4f5,h4f5
BLACK,r5k1/4B1bp/6p1/np1q1n2/p1p1R3/P7/BP2Q2P/3R3K b - - 3 32,d5c6,d5c6
BLACK,r5k1/6bp/2q3p1/np3n2/pBp1R3/P7/BP2Q2P/3R3K b - - 5 33,a8e8,a8e8
BLACK,4r1k1/6bp/2q3p1/np3n2/pBp1R3/P7/1P2Q2P/1B1R3K b - - 7 34,a5b3,a5b3
BLACK,4r1k1/6bp/2q3p1/1p3n2/pBp1R3/Pn6/1P4QP/1B1R3K b - - 9 35,f5e3,f5e3
BLACK,4R1k1/6bp/2q3p1/1p6/pBp5/Pn2n3/1P4QP/1B1R3K b - - 0 36,c6e8,c6e8
BLACK,4q1k1/6bp/6p1/1p6/pBp5/Pn2n3/1P4QP/1B2R2K b - - 1 37,g7d4,g7d4
BLACK,4q1k1/7p/6p1/1p6/pBpb4/Pn2nQ2/1P5P/1B2R2K b - - 3 38,e8f7,e8f7
BLACK,6k1/5Q1p/6p1/1p6/pBpb4/Pn2n3/1P5P/1B2R2K b - - 0 39,g8f7,g8f7
BLACK,8/5k1p/6p1/1p6/pBpbB3/Pn2n3/1P5P/4R2K b - - 1 40,f7g7,f7g7
BLACK,8/6kp/6p1/1p6/p1pbB3/PnB1n3/1P5P/4R2K b - - 3 41,e3g4,e3g4
BLACK,8/6kp/6p1/1p6/p1pBB1n1/Pn6/1P5P/4R2K b - - 0 42,b3d4,b3d4
BLACK,8/6kp/6p1/1p6/p1pnB1n1/P7/1P4KP/4R3 b - - 1 43,g7f6,g7f6
BLACK,8/7p/5kp1/1p6/p1pn2n1/P4B2/1P4KP/4R3 b - - 3 44,g4e5,g4e5
BLACK,8/7p/5kp1/1p2R3/p1pn4/P4B2/1P4KP/8 b - - 0 45,f6e5,f6e5
BLACK,8/7p/6p1/1p2k3/p1pn4/P7/1P4KP/3B4 b - - 1 46,e5e4,e5e4
WHITE,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4,e2e4
WHITE,rnbqkbnr/ppp1pppp/3p4/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,b1c3,b1c3
WHITE,rnbqkbnr/ppp1pp1p/3p2p1/8/4P3/2N5/PPPP1PPP/R1BQKBNR w KQkq - 0 3,d2d4,d2d4
WHITE,rnbqkb1r/ppp1pp1p/3p1np1/8/3PP3/2N5/PPP2PPP/R1BQKBNR w KQkq - 1 4,f2f4,f2f4
WHITE,rnbqk2r/ppp1ppbp/3p1np1/8/3PPP2/2N5/PPP3PP/R1BQKBNR w KQkq - 1 5,g1f3,g1f3
WHITE,rnbq1rk1/ppp1ppbp/3p1np1/8/3PPP2/2N2N2/PPP3PP/R1BQKB1R w KQ - 3 6,e4e5,e4e5
WHITE,rnbq1rk1/ppp1ppbp/5np1/4p3/3P1P2/2N2N2/PPP3PP/R1BQKB1R w KQ - 0 7,f4e5,f4e5
WHITE,rnbqnrk1/ppp1ppbp/6p1/4P3/3P4/2N2N2/PPP3PP/R1BQKB1R w KQ - 1 8,h2h4,h2h4
WHITE,rnbqnrk1/ppp1p1bp/6p1/4Pp2/3P3P/2N2N2/PPP3P1/R1BQKB1R w KQ f6 0 9,h4h5,h4h5
WHITE,r1bqnrk1/ppp1p1bp/2n3p1/4Pp1P/3P4/2N2N2/PPP3P1/R1BQKB1R w KQ - 1 10,h5g6,h5g6
WHITE,r1bqnrk1/ppp1p1b1/2n3p1/4Pp2/3P4/2N2N2/PPP3P1/R1BQKB1R w KQ - 0 11,c1g5,c1g5
WHITE,r1b1nrk1/pppqp1b1/2n3p1/4PpB1/3P4/2N2N2/PPP3P1/R2QKB1R w KQ - 2 12,d1d2,d1d2
WHITE,r1b1nrk1/1ppqp1b1/p1n3p1/4PpB1/3P4/2N2N2/PPPQ2P1/R3KB1R w KQ - 0 13,O-O-O,e1c1
WHITE,r1b1nrk1/1ppq2b1/p1n1p1p1/4PpB1/3P4/2N2N2/PPPQ2P1/2KR1B1R w - - 0 14,g5h6,g5h6
WHITE,r1b1nrk1/1pp1q1b1/p1n1p1pB/4Pp2/3P4/2N2N2/PPPQ2P1/2KR1B1R w - - 2 15,c3e2,c3e2
WHITE,r1b1nrk1/1pp1q3/p1n1p1pb/4Pp2/3P4/5N2/PPPQN1P1/2KR1B1R w - - 0 16,h1h6,h1h6
WHITE,r1b1n1k1/1pp1qr2/p1n1p1pR/4Pp2/3P4/5N2/PPPQN1P1/2KR1B2 w - - 1 17,f3g5,f3g5
WHITE,r1b1n1k1/1pp1q1r1/p1n1p1pR/4PpN1/3P4/8/PPPQN1P1/2KR1B2 w - - 3 18,g2g3,g2g3
WHITE,r1bnn1k1/1pp1q1r1/p3p1pR/4PpN1/3P4/6P1/PPPQN3/2KR1B2 w - - 1 19,f1g2,f1g2
WHITE,r1b1n1k1/1pp1qnr1/p3p1pR/4PpN1/3P4/6P1/PPPQN1B1/2KR4 w - - 3 20,g5f7,g5f7
WHITE,r1b1n1k1/1pp2qr1/p3p1pR/4Pp2/3P4/6P1/PPPQN1B1/2KR4 w - - 0 21,d1h1,d1h1
WHITE,r1b1n1k1/1pp1q1r1/p3p1pR/4Pp2/3P4/6P1/PPPQN1B1/2K4R w - - 2 22,e2f4,e2f4
WHITE,r1b1n3/1pp1qkr1/p3p1pR/4Pp2/3P1N2/6P1/PPPQ2B1/2K4R w - - 4 23,d4d5,d4d5
WHITE,r1b1n3/1p2qkr1/p1p1p1pR/3PPp2/5N2/6P1/PPPQ2B1/2K4R w - - 0 24,d5d6,d5d6
BLACK,rnbqkbnr/pppppppp/8/8/2P5/8/PP1PPPPP/RNBQKBNR b KQkq - 0 1,c7c5,c7c5
BLACK,rnbqkbnr/pp1ppppp/8/2p5/2P5/1P6/P2PPPPP/RNBQKBNR b KQkq - 0 2,b8c6,b8c6
BLACK,r1bqkbnr/pp1ppppp/2n5/2p5/2P5/1P6/PB1PPPPP/RN1QKBNR b KQkq - 2 3,e7e5,e7e5
BLACK,r1bqkbnr/pp1p1ppp/2n5/2p1p3/2P5/1P4P1/PB1PPP1P/RN1QKBNR b KQkq - 0 4,d7d6,d7d6
BLACK,r1bqkbnr/pp3ppp/2np4/2p1p3/2P5/1P4P1/PB1PPPBP/RN1QK1NR b KQkq - 1 5,g7g6,g7g6
BLACK,r1bqkbnr/pp3p1p/2np2p1/2p1p3/2P5/1P2P1P1/PB1P1PBP/RN1QK1NR b KQkq - 0 6,f8g7,f8g7
BLACK,r1bqk1nr/pp3pbp/2np2p1/2p1p3/2P5/1P2P1P1/PB1PNPBP/RN1QK2R b KQkq - 2 7,g8e7,g8e7
BLACK,r1bqk2r/pp2npbp/2np2p1/2p1p3/2P5/1P2P1P1/PB1PNPBP/RN1Q1RK1 b kq - 4 8,O-O,e8g8
BLACK,r1bq1rk1/pp2npbp/2np2p1/2p1p3/2P5/1PN1P1P1/PB1PNPBP/R2Q1RK1 b - - 6 9,c8e6,c8e6
BLACK,r2q1rk1/pp2npbp/2npb1p1/2p1p3/2P5/1PN1P1P1/PBQPNPBP/R4RK1 b - - 8 10,a8c8,a8c8
BLACK,2rq1rk1/pp2npbp/2npb1p1/2p1p3/2P5/1PN1P1P1/PBQPNPBP/4RRK1 b - - 10 11,d6d5,d6d5
BLACK,2rq1rk1/pp2npbp/2n1b1p1/2pNp3/2P5/1P2P1P1/PBQPNPBP/4RRK1 b - - 0 12,e7d5,e7d5
BLACK,2rq1rk1/pp3pbp/2n1b1p1/2pPp3/8/1P2P1P1/PBQPNPBP/4RRK1 b - - 0 13,e6d5,e6d5
BLACK,2rq1rk1/pp3pbp/2n3p1/2pBp3/8/1P2P1P1/PBQPNP1P/4RRK1 b - - 0 14,d8d5,d8d5
BLACK,2r2rk1/pp3pbp/2n3p1/2pqp3/8/1PN1P1P1/PBQP1P1P/4RRK1 b - - 1 15,d5d7,d5d7
BLACK,2r2rk1/pp1q1pbp/2n3p1/2p1p3/8/PPN1P1P1/1BQP1P1P/4RRK1 b - - 0 16,f8d8,f8d8
BLACK,2rr2k1/pp1q1pbp/2n3p1/2p1p3/4N3/PP2P1P1/1BQP1P1P/4RRK1 b - - 2 17,b7b6,b7b6
BLACK,2rr2k1/p2q1pbp/1pn3p1/2p1p3/4N3/PPB1P1P1/2QP1P1P/4RRK1 b - - 1 18,f7f5,f7f5
BLACK,2rr2k1/p2q2bp/1pn3p1/2p1ppN1/8/PPB1P1P1/2QP1P1P/4RRK1 b - - 1 19,h7h6,h7h6
BLACK,2rr2k1/p2q2b1/1pn3pp/2p1pp2/8/PPB1PNP1/2QP1P1P/4RRK1 b - - 1 20,e5e4,e5e4
BLACK,2rr2k1/p2q2b1/1pn3pp/2p2p2/4p2N/PPB1P1P1/2QP1P1P/4RRK1 b - - 1 21,g7c3,g7c3
BLACK,2rr2k1/p2q4/1pn3pp/2p2p2/4p2N/PPP1P1P1/2Q2P1P/4RRK1 b - - 0 22,c6e5,c6e5
BLACK,2rr2k1/p2q4/1p4pp/2p1np2/4p2N/PPP1P1P1/2Q2P1P/3R1RK1 b - - 2 23,d7e6,d7e6
BLACK,2rr2k1/p7/1p2q1pp/2p1np2/2P1p2N/PP2P1P1/2Q2P1P/3R1RK1 b - - 0 24,g6g5,g6g5
BLACK,2rr2k1/p7/1p2q2p/2p1npp1/2P1p3/PP2P1P1/2Q2PNP/3R1RK1 b - - 1 25,d8d3,d8d3
BLACK,2r3k1/p7/1p2q2p/2p1npp1/2P1p3/PP1rP1P1/2Q2P1P/3RNRK1 b - - 3 26,d3d1,d3d1
BLACK,2r3k1/p7/1p2q2p/2p1npp1/2P1p3/PP2P1P1/5P1P/3QNRK1 b - - 0 27,g8f7,g8f7
BLACK,2r5/p4k2/1p2q2p/2p1npp1/2P1p3/PP2PPP1/7P/3QNRK1 b - - 0 28,e4f3,e4f3
BLACK,2r5/p4k2/1p2q2p/2p1npp1/2P5/PP2PNP1/7P/3Q1RK1 b - - 0 29,e5g4,e5g4
BLACK,2r5/p4k2/1p2q2p/2p2pN1/2P3n1/PP2P1P1/7P/3Q1RK1 b - - 0 30,h6g5,h6g5
BLACK,2r5/p4k2/1p2q3/2p2pp1/2P3Q1/PP2P1P1/7P/5RK1 b - - 0 31,f7g6,f7g6
BLACK,2r5/p7/1p2q1k1/2p2pp1/2P5/PP2P1P1/4Q2P/5RK1 b - - 2 32,c8e8,c8e8
BLACK,4r3/p7/1p2q1k1/2p2pp1/2P5/PP2P1P1/4Q2P/4R1K1 b - - 4 33,e6e4,e6e4
BLACK,4r3/p7/1p4k1/2p2pp1/2P1q3/PP2P1P1/3Q3P/4R1K1 b - - 6 34,e4e6,e4e6
BLACK,4r3/p7/1p2q1k1/2p2pp1/2P5/PP1QP1P1/7P/4R1K1 b - - 8 35,a7a5,a7a5
BLACK,4r3/8/1p2q1k1/p1p2pp1/2P3P1/PP1QP3/7P/4R1K1 b - - 0 36,e6e4,e6e4
BLACK,4r3/8/1p4k1/p1p2pp1/2P1Q1P1/PP2P3/7P/4R1K1 b - - 0 37,e8e4,e8e4
BLACK,8/8/1p4k1/p1p2Pp1/2P1r3/PP2P3/7P/4R1K1 b - - 0 38,g6f5,g6f5
BLACK,8/8/1p6/p1p2kp1/P1P1r3/1P2P3/7P/4R1K1 b - - 0 39,f5e5,f5e5
BLACK,8/8/1p6/p1p1k1p1/P1P1r3/1P2P2P/8/4R1K1 b - - 0 40,g5g4,g5g4
BLACK,8/8/1p6/p1p1k3/P1P1r1p1/1P2P2P/6K1/4R3 b - - 1 41,g4h3,g4h3
BLACK,8/8/1p6/p1p1k3/P1P1r3/1P2P2K/8/4R3 b - - 0 42,e5f5,e5f5
BLACK,8/8/1p6/p1p2k2/P1P1r3/1P2P2K/8/5R2 b - - 2 43,f5e5,f5e5
BLACK,8/8/1p6/p1p1k3/P1P1r3/1P2PR1K/8/8 b - - 4 44,e5e6,e5e6
BLACK,8/8/1p2k3/p1p5/P1P1r3/1P2PR2/6K1/8 b - - 6 45,e4e5,e4e5
BLACK,8/8/1p2k3/p1p1r3/P1P5/1P2P2R/6K1/8 b - - 8 46,e5g5,e5g5
BLACK,8/8/1p2k3/p1p3r1/P1P5/1P2P1R1/6K1/8 b - - 10 47,g5e5,g5e5
BLACK,8/8/1p2k3/p1p1r3/P1P5/1P2PR2/6K1/8 b - - 12 48,e5g5,e5g5
BLACK,8/8/1p2k3/p1p3r1/P1P5/1P2P1R1/6K1/8 b - - 14 49,g5e5,g5e5
BLACK,8/8/1p2k3/p1p1r3/P1P5/1P2PR2/6K1/8 b - - 16 50,e6e7,e6e7
BLACK,8/4k3/1p6/p1p1r3/P1P5/1P2P2R/6K1/8 b - - 18 51,e5g5,e5g5
BLACK,8/4k3/1p6/p1p3r1/P1P5/1P2P1R1/6K1/8 b - - 20 52,g5e5,g5e5
BLACK,8/4k3/1p6/p1p1r3/P1P5/1P2P2R/6K1/8 b - - 22 53,e7f7,e7f7
BLACK,8/5k2/1p6/p1p1r3/P1P5/1P2PR2/6K1/8 b - - 24 54,f7e6,f7e6
BLACK,8/8/1p2k3/p1p1r3/P1P5/1P2P3/6K1/5R2 b - - 26 55,e5e3,e5e3
BLACK,8/8/1p2k3/p1p5/P1P5/1P2rR2/6K1/8 b - - 1 56,e3e4,e3e4
BLACK,8/8/1p2k3/p1p5/P1P1r3/1P6/6K1/5R2 b - - 3 57,e6e5,e6e5
BLACK,8/8/1p6/p1p1k3/P1P1r3/1P3R2/6K1/8 b - - 5 58,e4h4,e4h4
BLACK,8/8/1p6/p1p1k3/P1P4r/1P2R3/6K1/8 b - - 7 59,e5f5,e5f5
BLACK,8/8/1p6/p1p2k2/P1P4r/1P3R2/6K1/8 b - - 9 60,f5e5,f5e5
BLACK,8/8/1p6/p1p1k3/P1P4r/1P2R3/6K1/8 b - - 11 61,e5d6,e5d6
BLACK,8/8/1p1k4/p1p5/P1P4r/1P1R4/6K1/8 b - - 13 62,h4d4,h4d4
BLACK,8/8/1p1k4/p1p5/P1Pr4/1P4R1/6K1/8 b - - 15 63,d4d2,d4d2
BLACK,8/8/1p1k4/p1p5/P1P5/1P4RK/3r4/8 b - - 17 64,d6e5,d6e5
BLACK,8/8/1p6/p1p1k3/P1P4K/1P4R1/3r4/8 b - - 19 65,d2b2,d2b2
BLACK,8/8/1p6/p1p1k1K1/P1P5/1P4R1/1r6/8 b - - 21 66,b2e2,b2e2
BLACK,8/8/1p5K/p1p1k3/P1P5/1P4R1/4r3/8 b - - 23 67,e2h2,e2h2
BLACK,8/6K1/1p6/p1p1k3/P1P5/1P4R1/7r/8 b - - 25 68,h2b2,h2b2
BLACK,8/5K2/1p6/p1p1k3/P1P5/1P4R1/1r6/8 b - - 27 69,e5d6,e5d6
BLACK,8/5K2/1p1k4/p1p5/P1P5/1P1R4/1r6/8 b - - 29 70,d6c7,d6c7
BLACK,8/2k5/1p2K3/p1p5/P1P5/1P1R4/1r6/8 b - - 31 71,b2e2,b2e2
BLACK,8/2k5/1p6/p1p2K2/P1P5/1P1R4/4r3/8 b - - 33 72,c7c6,c7c6
BLACK,8/8/1pk5/p1p5/P1P2K2/1P1R4/4r3/8 b - - 35 73,e2e7,e2e7
BLACK,8/4r3/1pk5/p1p5/P1P2K2/1P6/8/3R4 b - - 37 74,e7f7,e7f7
BLACK,8/5r2/1pk5/p1p1K3/P1P5/1P6/8/3R4 b - - 39 75,f7h7,f7h7
BLACK,8/7r/1pkR4/p1p1K3/P1P5/1P6/8/8 b - - 41 76,c6c7,c6c7
BLACK,8/2k4r/1p6/p1p1K3/P1P5/1P1R4/8/8 b - - 43 77,h7h4,h7h4
BLACK,8/2k5/1p1R4/p1p1K3/P1P4r/1P6/8/8 b - - 45 78,h4h5,h4h5
BLACK,8/2k5/1p1RK3/p1p4r/P1P5/1P6/8/8 b - - 47 79,h5h6,h5h6
BLACK,8/2k5/1p1R3r/p1p1K3/P1P5/1P6/8/8 b - - 49 80,h6d6,h6d6
BLACK,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,b8c6,b8c6
BLACK,r1bqkbnr/pppppppp/2n5/8/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 2 2,d7d5,d7d5
BLACK,r1bqkbnr/ppp1pppp/2n5/3pP3/8/5N2/PPPP1PPP/RNBQKB1R b KQkq - 0 3,c8g4,c8g4
BLACK,r2qkbnr/ppp1pppp/2n5/3pP3/3P2b1/5N2/PPP2PPP/RNBQKB1R b KQkq - 0 4,g4f3,g4f3
BLACK,r2qkbnr/ppp1pppp/2n5/3pP3/3P4/5P2/PPP2P1P/RNBQKB1R b KQkq - 0 5,e7e6,e7e6
BLACK,r2qkbnr/ppp2ppp/2n1p3/3pP3/3P4/2P2P2/PP3P1P/RNBQKB1R b KQkq - 0 6,g8e7,g8e7
BLACK,r2qkb1r/ppp1nppp/2n1p3/3pP1B1/3P4/2P2P2/PP3P1P/RN1QKB1R b KQkq - 2 7,h7h6,h7h6
BLACK,r2qkb1r/ppp1Bpp1/2n1p2p/3pP3/3P4/2P2P2/PP3P1P/RN1QKB1R b KQkq - 0 8,c6e7,c6e7
BLACK,r2qkb1r/ppp1npp1/4p2p/3pP3/3P4/1QP2P2/PP3P1P/RN2KB1R b KQkq - 1 9,b7b6,b7b6
BLACK,r2qkb1r/p1p1npp1/1p2p2p/3pP3/3P4/1QP2P2/PP1N1P1P/R3KB1R b KQkq - 1 10,c7c6,c7c6
BLACK,r2qkb1r/p3npp1/1pp1p2p/3pP3/3P4/1QPB1P2/PP1N1P1P/R3K2R b KQkq - 1 11,g7g6,g7g6
BLACK,r2qkb1r/p3np2/1pp1p1pp/3pP3/3P4/1QPB1P2/PP1N1P1P/2KR3R b kq - 1 12,h6h5,h6h5
BLACK,r2qkb1r/p3np2/1pp1p1p1/3pP2p/3P4/1QPB1P2/PP3P1P/2KR1N1R b kq - 1 13,f8h6,f8h6
BLACK,r2qk2r/p3np2/1pp1p1pb/3pP2p/3P4/1QPBNP2/PP3P1P/2KR3R b kq - 3 14,c6c5,c6c5
BLACK,r2qk2r/p3np2/1p2p1pb/2ppP2p/Q2P4/2PBNP2/PP3P1P/2KR3R b kq - 1 15,e8f8,e8f8
BLACK,r2q1k1r/p3np2/1p2p1pb/2ppP2p/Q2P4/2PBNP2/PP3P1P/1K1R3R b - - 3 16,c5c4,c5c4
BLACK,r2q1k1r/p3np2/1p2p1pb/3pP2p/Q1pP4/2P1NP2/PPB2P1P/1K1R3R b - - 1 17,a7a6,a7a6
BLACK,r2q1k1r/4np2/pp2p1pb/3pP2p/Q1pP3P/2P1NP2/PPB2P2/1K1R3R b - - 0 18,b6b5,b6b5
BLACK,r2q1k1r/4np2/p3p1pb/1p1pP2p/1QpP3P/2P1NP2/PPB2P2/1K1R3R b - - 1 19,f8g8,f8g8
BLACK,r2q2kr/4np2/p3p1pb/1pQpP2p/2pP3P/2P1NP2/PPB2P2/1K1R3R b - - 3 20,h6f8,h6f8
BLACK,r2q1bkr/4np2/p3p1p1/1pQpP2p/2pP3P/2P1NP2/PPB2P2/2KR3R b - - 5 21,d8d7,d8d7
BLACK,r4bkr/3qnp2/pQ2p1p1/1p1pP2p/2pP3P/2P1NP2/PPB2P2/2KR3R b - - 7 22,a6a5,a6a5
BLACK,r4bkr/3qnp2/3Qp1p1/pp1pP2p/2pP3P/2P1NP2/PPB2P2/2KR3R b - - 1 23,d7e8,d7e8
BLACK,r3qbkr/2Q1np2/4p1p1/pp1pP2p/2pP3P/2P1NP2/PPB2P2/2KR3R b - - 3 24,e7c6,e7c6
BLACK,r3qbkr/1Q3p2/2n1p1p1/pp1pP2p/2pP3P/2P1NP2/PPB2P2/2KR3R b - - 5 25,a8b8,a8b8
