INDEX,COLOR,OUT_INDEX,OUTPUT_DATA_REL,OUTPUT_DATA_FMT,OUTPUT_DATA_RAW
4749,BLACK,1462,b1d2,g8e7,g8e7
4750,BLACK,337,h2h4,a7a5,a7a5
4751,BLACK,1,O-O,O-O,e8g8
4752,BLACK,1479,g1h3,b8a6,b8a6
4753,BLACK,1570,h3g5,a6b4,a6b4
4754,BLACK,1498,d2c4,e7f5,e7f5
4755,BLACK,1588,c4e3,f5d6,f5d6
4756,BLACK,1549,e3d5,d6e4,d6e4
4757,BLACK,479,f3f4,c6c5,c6c5
4758,BLACK,428,d3e4,e6d5,e6d5
4759,BLACK,62,c1d1,f8e8,f8e8
4760,BLACK,114,f1c4,c8f5,c8f5
4761,BLACK,644,e4d5,d5e4,d5e4
4762,BLACK,670,f4e5,c5d4,c5d4
4763,BLACK,379,b3c4,g6f5,g6f5
4764,BLACK,833,e5e6,d4d3,d4d3
4765,BLACK,94,e1g3,d8b6,d8b6
4766,BLACK,1021,e6d7,d3e2,d3e2
4767,BLACK,589,c4d5,f5e4,f5e4
4768,BLACK,716,h4g5,a5b4,a5b4
4769,BLACK,222,c2c4,f7f5,f7f5
4770,BLACK,157,h1h4,a8a5,a8a5
4771,BLACK,510,g3b3,b6g6,b6g6
4772,BLACK,195,b2f6,g7c3,g7c3
4773,BLACK,719,h4e4,a5d5,a5d5
4774,BLACK,806,d5d6,e4e3,e4e3
4775,BLACK,637,e4e7,d5d2,d5d2
4776,BLACK,994,d6e7,e3d2,e3d2
4777,BLACK,384,b3f3,g6c6,g6c6
4778,WHITE,245,d2d4,d2d4,d2d4
4779,WHITE,1480,g1f3,g1f3,g1f3
4780,WHITE,50,c1f4,c1f4,c1f4
4781,WHITE,667,f4d6,f4d6,f4d6
4782,WHITE,1462,b1d2,b1d2,b1d2
4783,WHITE,271,e2e3,e2e3,e2e3
4784,WHITE,222,c2c4,c2c4,c2c4
4785,WHITE,617,d4c5,d4c5,d4c5
4786,WHITE,21,a1c1,a1c1,a1c1
4787,WHITE,589,c4d5,c4d5,c4d5
4788,WHITE,75,d1b3,d1b3,d1b3
4789,WHITE,1500,d2b3,d2b3,d2b3
4790,WHITE,112,f1b5,f1b5,f1b5
4791,WHITE,1526,b3c5,b3c5,b3c5
4792,WHITE,1636,c5d7,c5d7,c5d7
4793,WHITE,755,b5c6,b5c6,b5c6
4794,WHITE,202,b2b3,b2b3,b2b3
4795,WHITE,98,e1e2,e1e2,e1e2
4796,WHITE,1557,f3e5,f3e5,f3e5
4797,WHITE,51,c1c4,c1c4,c1c4
4798,WHITE,1653,e5d7,e5d7,e5d7
4799,WHITE,167,h1c1,h1c1,h1c1
4800,WHITE,598,c4a4,c4a4,c4a4
4801,WHITE,543,a4a6,a4a6,a4a6
4802,WHITE,51,c1c4,c1c4,c1c4
4803,WHITE,598,c4a4,c4a4,c4a4
4804,WHITE,314,g2g4,g2g4,g2g4
4805,WHITE,337,h2h4,h2h4,h2h4
4806,WHITE,272,e2d3,e2d3,e2d3
4807,WHITE,294,f2f3,f2f3,f2f3
4808,WHITE,480,f3e4,f3e4,f3e4
4809,WHITE,643,e4e5,e4e5,e4e5
4810,WHITE,547,a4g4,a4g4,a4g4
4811,WHITE,435,d3c3,d3c3,d3c3
4812,WHITE,701,g4a4,g4a4,g4a4
4813,WHITE,715,h4h5,h4h5,h4h5
4814,WHITE,546,a4h4,a4h4,a4h4
4815,WHITE,715,h4h5,h4h5,h4h5
4816,WHITE,905,h5h6,h5h6,h5h6
4817,WHITE,929,a6e6,a6e6,a6e6
4818,WHITE,1017,e6e8,e6e8,e6e8
4819,WHITE,1108,h6h1,h6h1,h6h1
4820,WHITE,1388,e8e5,e8e5,e8e5
4821,WHITE,155,h1h5,h1h5,h1h5
4822,WHITE,846,e5e3,e5e3,e5e3
4823,WHITE,404,c3c4,c3c4,c3c4
4824,WHITE,451,e3e5,e3e5,e3e5
4825,WHITE,839,e5c5,e5c5,e5c5
4826,WHITE,786,c5d5,c5d5,c5d5
4827,WHITE,822,d5d2,d5d2,d5d2
4828,WHITE,590,c4c5,c4c5,c4c5
4829,WHITE,780,c5c6,c5c6,c5c6
4830,WHITE,253,d2e2,d2e2,d2e2
4831,WHITE,277,e2c2,e2c2,e2c2
4832,WHITE,220,c2c5,c2c5,c2c5
4833,BLACK,202,b2b3,g7g6,g7g6
4834,BLACK,57,c1b2,f8g7,f8g7
4835,BLACK,294,f2f3,c7c6,c7c6
4836,BLACK,268,e2e4,d7d5,d7d5
4837,BLACK,112,f1b5,c8g4,c8g4
4838,BLACK,1460,b1c3,g8f6,g8f6
4839,BLACK,1536,c3e2,f6d7,f6d7
4840,BLACK,753,b5d7,g4e2,g4e2
4841,BLACK,248,d2d3,e7e6,e7e6
4842,BLACK,181,a2a3,h7h6,h7h6
4843,BLACK,339,h2h3,a7a6,a7a6
4844,BLACK,380,b3b4,g6g5,g6g5
4845,BLACK,479,f3f4,c6c5,c6c5
4846,BLACK,1480,g1f3,b8c6,b8c6
4847,BLACK,1559,f3d4,c6e5,c6e5
4848,BLACK,1504,e2d4,d7e5,d7e5
4849,BLACK,1594,d4f5,e5c4,e5c4
4850,BLACK,429,d3d4,e6e5,e6e5
4851,BLACK,616,d4d5,e5e4,e5e4
4852,BLACK,1660,f5g7,c4b2,c4b2
4853,BLACK,195,b2f6,g7c3,g7c3
4854,BLACK,1763,g7h5,b2a4,b2a4
4855,BLACK,91,e1h4,d8a5,d8a5
4856,BLACK,715,h4h5,a5a4,a5a4
4857,BLACK,1,O-O,O-O,e8g8
4858,BLACK,908,h5f5,a4c4,a4c4
4859,BLACK,61,c1e1,f8d8,f8d8
4860,BLACK,35,b1b2,g8g7,g8g7
4861,BLACK,859,f5f6,c4c3,c4c3
4862,BLACK,806,d5d6,e4e3,e4e3
4863,BLACK,1050,f6d6,c3e3,c3e3
4864,BLACK,995,d6d7,e3e2,e3e2
4865,BLACK,101,e1g1,d8b8,d8b8
4866,BLACK,129,g1g7,b8b2,b8b2
4867,BLACK,164,h1f1,a8c8,a8c8
4868,BLACK,119,f1f2,c8c7,c8c7
4869,BLACK,284,f2f7,c7c2,c7c2
4870,BLACK,358,a3b4,h6g5,h6g5
4871,BLACK,210,b2a2,g7h7,g7h7
4872,BLACK,188,a2b2,h7g7,h7g7
4873,BLACK,203,b2a3,g7h6,g7h6
4874,BLACK,1197,d7d3,e2e6,e2e6
4875,BLACK,224,c2d3,f7e6,f7e6
4876,BLACK,358,a3b4,h6g5,h6g5
4877,BLACK,1249,g7h7,b2a2,b2a2
4878,BLACK,565,b4c5,g5f4,g5f4
4879,BLACK,1228,f7e7,c2d2,c2d2
4880,BLACK,789,c5d4,f4e5,f4e5
4881,BLACK,1272,h7f7,a2c2,a2c2
4882,BLACK,621,d4e4,e5d5,e5d5
4883,BLACK,642,e4f5,d5c4,d5c4
4884,BLACK,1208,e7b7,d2g2,d2g2
4885,BLACK,1137,b7e7,g2d2,g2d2
4886,BLACK,858,f5g6,c4b3,c4b3
4887,BLACK,1069,g6g7,b3b2,b3b2
4888,BLACK,1248,g7f8,b2c1,b2c1
4889,WHITE,245,d2d4,d2d4,d2d4
4890,WHITE,1480,g1f3,g1f3,g1f3
4891,WHITE,50,c1f4,c1f4,c1f4
4892,WHITE,271,e2e3,e2e3,e2e3
4893,WHITE,225,c2c3,c2c3,c2c3
4894,WHITE,667,f4d6,f4d6,f4d6
4895,WHITE,112,f1b5,f1b5,f1b5
4896,WHITE,72,d1a4,d1a4,d1a4
4897,WHITE,554,a4a3,a4a3,a4a3
4898,WHITE,1462,b1d2,b1d2,b1d2
4899,WHITE,1,O-O,O-O,e1g1
4900,WHITE,755,b5c6,b5c6,b5c6
4901,WHITE,1557,f3e5,f3e5,f3e5
4902,WHITE,124,f1d1,f1d1,f1d1
4903,WHITE,21,a1c1,a1c1,a1c1
4904,WHITE,404,c3c4,c3c4,c3c4
4905,WHITE,1499,d2f3,d2f3,d2f3
4906,WHITE,1557,f3e5,f3e5,f3e5
4907,WHITE,1655,e5c6,e5c6,e5c6
4908,WHITE,589,c4d5,c4d5,c4d5
4909,WHITE,617,d4c5,d4c5,d4c5
4910,WHITE,49,c1c5,c1c5,c1c5
4911,WHITE,69,d1d5,d1d5,d1d5
4912,WHITE,364,a3d3,a3d3,a3d3
4913,WHITE,819,d5d3,d5d3,d5d3
4914,WHITE,202,b2b3,b2b3,b2b3
4915,WHITE,435,d3c3,d3c3,d3c3
4916,WHITE,411,c3b3,c3b3,c3b3
4917,WHITE,314,g2g4,g2g4,g2g4
4918,WHITE,380,b3b4,b3b4,b3b4
4919,WHITE,574,b4a4,b4a4,b4a4
4920,WHITE,337,h2h4,h2h4,h2h4
4921,WHITE,545,a4a5,a4a5,a4a5
4922,WHITE,140,g1g2,g1g2,g1g2
4923,WHITE,291,f2f4,f2f4,f2f4
4924,WHITE,318,g2f3,g2f3,g2f3
4925,WHITE,715,h4h5,h4h5,h4h5
4926,WHITE,736,a5h5,a5h5,a5h5
4927,WHITE,913,h5a5,h5a5,h5a5
4928,WHITE,454,e3e4,e3e4,e3e4
4929,WHITE,482,f3g3,f3g3,f3g3
4930,WHITE,506,g3f3,g3f3,g3f3
4931,WHITE,643,e4e5,e4e5,e4e5
4932,WHITE,669,f4f5,f4f5,f4f5
4933,WHITE,482,f3g3,f3g3,f3g3
4934,WHITE,181,a2a3,a2a3,a2a3
4935,WHITE,502,g3h4,g3h4,g3h4
4936,WHITE,740,a5d5,a5d5,a5d5
4937,WHITE,803,d5d7,d5d7,d5d7
4938,WHITE,1188,d7d6,d7d6,d7d6
4939,WHITE,997,d6h6,d6h6,d6h6
4940,WHITE,833,e5e6,e5e6,e5e6
4941,WHITE,859,f5f6,f5f6,f5f6
4942,WHITE,693,g4g5,g4g5,g4g5
4943,WHITE,717,h4g4,h4g4,h4g4
4944,WHITE,1091,h6h7,h6h7,h6h7
4945,WHITE,692,g4h5,g4h5,g4h5
4946,WHITE,906,h5g6,h5g6,h5g6
4947,WHITE,1277,h7a7,h7a7,h7a7
4948,WHITE,1120,a7a6,a7a6,a7a6
4949,WHITE,938,a6a3,a6a3,a6a3
4950,WHITE,363,a3e3,a3e3,a3e3
4951,BLACK,202,b2b3,g7g6,g7g6
4952,BLACK,57,c1b2,f8g7,f8g7
4953,BLACK,1460,b1c3,g8f6,g8f6
4954,BLACK,211,b2c1,g7f8,g7f8
4955,BLACK,248,d2d3,e7e6,e7e6
4956,BLACK,268,e2e4,d7d5,d7d5
4957,BLACK,428,d3e4,e6d5,e6d5
4958,BLACK,55,c1d2,f8e7,f8e7
4959,BLACK,294,f2f3,c7c6,c7c6
4960,BLACK,1,O-O,O-O,e8g8
4961,BLACK,62,c1d1,f8e8,f8e8
4962,BLACK,337,h2h4,a7a5,a7a5
4963,BLACK,1479,g1h3,b8a6,b8a6
4964,BLACK,1533,c3b5,f6g4,f6g4
4965,BLACK,314,g2g4,b7b5,b7b5
4966,BLACK,1633,b5d4,g4e5,g4e5
4967,BLACK,693,g4g5,b5b4,b5b4
4968,BLACK,882,g5h6,b4a3,b4a3
4969,BLACK,479,f3f4,c6c5,c6c5
4970,BLACK,114,f1c4,c8f5,c8f5
4971,BLACK,670,f4e5,c5d4,c5d4
4972,BLACK,97,e1f2,d8c7,d8c7
4973,BLACK,80,d1g1,e8b8,e8b8
4974,BLACK,1571,h3f4,a6c5,a6c5
4975,BLACK,291,f2f4,c7c5,c7c5
4976,BLACK,135,g1g4,b8b5,b8b5
4977,BLACK,665,f4h6,c5a3,c5a3
4978,WHITE,245,d2d4,d2d4,d2d4
4979,WHITE,617,d4c5,d4c5,d4c5
4980,WHITE,268,e2e4,e2e4,e2e4
4981,WHITE,117,f1d3,f1d3,f1d3
4982,WHITE,1480,g1f3,g1f3,g1f3
4983,WHITE,644,e4d5,e4d5,e4d5
4984,WHITE,1460,b1c3,b1c3,b1c3
4985,WHITE,1534,c3e4,c3e4,c3e4
4986,WHITE,1,O-O,O-O,e1g1
4987,WHITE,76,d1e2,d1e2,d1e2
4988,WHITE,124,f1d1,f1d1,f1d1
4989,WHITE,48,c1g5,c1g5,c1g5
4990,WHITE,317,g2g3,g2g3,g2g3
4991,WHITE,900,g5c1,g5c1,g5c1
4992,WHITE,181,a2a3,a2a3,a2a3
4993,WHITE,222,c2c4,c2c4,c2c4
4994,WHITE,50,c1f4,c1f4,c1f4
4995,WHITE,200,b2b4,b2b4,b2b4
4996,WHITE,566,b4b5,b4b5,b4b5
4997,WHITE,1600,e4f6,e4f6,e4f6
4998,WHITE,428,d3e4,d3e4,d3e4
4999,WHITE,21,a1c1,a1c1,a1c1
5000,WHITE,56,c1c2,c1c2,c1c2
5001,WHITE,65,d1d8,d1d8,d1d8
5002,WHITE,635,e4a8,e4a8,e4a8
5003,WHITE,271,e2e3,e2e3,e2e3
5004,WHITE,670,f4e5,f4e5,f4e5
5005,WHITE,231,c2d2,c2d2,c2d2
5006,WHITE,834,e5d6,e5d6,e5d6
5007,BLACK,202,b2b3,g7g6,g7g6
5008,BLACK,57,c1b2,f8g7,f8g7
5009,BLACK,294,f2f3,c7c6,c7c6
5010,BLACK,1460,b1c3,g8f6,g8f6
5011,BLACK,268,e2e4,d7d5,d7d5
5012,BLACK,1534,c3e4,f6d5,f6d5
5013,BLACK,1,O-O,O-O,e8g8
5014,BLACK,1481,g1e2,b8d7,b8d7
5015,BLACK,1600,e4f6,d5c3,d5c3
5016,BLACK,245,d2d4,e7e5,e7e5
5017,BLACK,62,c1d1,f8e8,f8e8
5018,BLACK,317,g2g3,b7b6,b7b6
5019,BLACK,479,f3f4,c6c5,c6c5
5020,BLACK,97,e1f2,d8c7,d8c7
5021,BLACK,118,f1g2,c8b7,c8b7
5022,BLACK,77,d1d2,e8e7,e8e7
5023,BLACK,164,h1f1,a8c8,a8c8
5024,BLACK,297,f2g2,c7b7,c7b7
5025,BLACK,181,a2a3,h7h6,h7h6
5026,BLACK,1506,e2c3,d7f6,d7f6
5027,BLACK,248,d2d3,e7e6,e7e6
5028,BLACK,1535,c3a4,f6h5,f6h5
5029,BLACK,1576,a4c3,h5f6,h5f6
5030,BLACK,1532,c3d5,f6e4,f6e4
5031,BLACK,1649,d5b4,e4g5,e4g5
5032,BLACK,321,g2e2,b7d7,b7d7
5033,BLACK,616,d4d5,e5e4,e5e4
5034,BLACK,429,d3d4,e6e5,e6e5
5035,BLACK,263,e2a6,d7h3,d7h3
5036,WHITE,245,d2d4,d2d4,d2d4
5037,WHITE,1480,g1f3,g1f3,g1f3
5038,WHITE,48,c1g5,c1g5,c1g5
5039,WHITE,1462,b1d2,b1d2,b1d2
5040,WHITE,22,a1b1,a1b1,a1b1
5041,WHITE,894,g5f4,g5f4,g5f4
5042,WHITE,271,e2e3,e2e3,e2e3
5043,WHITE,117,f1d3,f1d3,f1d3
5044,WHITE,77,d1d2,d1d2,d1d2
5045,WHITE,248,d2d3,d2d3,d2d3
5046,WHITE,424,d3a6,d3a6,d3a6
5047,WHITE,181,a2a3,a2a3,a2a3
5048,WHITE,98,e1e2,e1e2,e1e2
5049,WHITE,667,f4d6,f4d6,f4d6
5050,WHITE,167,h1c1,h1c1,h1c1
5051,WHITE,222,c2c4,c2c4,c2c4
5052,WHITE,200,b2b4,b2b4,b2b4
5053,WHITE,590,c4c5,c4c5,c4c5
5054,WHITE,359,a3a4,a3a4,a3a4
5055,WHITE,1561,f3d2,f3d2,f3d2
5056,WHITE,1500,d2b3,d2b3,d2b3
5057,WHITE,272,e2d3,e2d3,e2d3
5058,WHITE,337,h2h4,h2h4,h2h4
5059,WHITE,715,h4h5,h4h5,h4h5
5060,WHITE,58,c1h1,c1h1,c1h1
5061,WHITE,157,h1h4,h1h4,h1h4
5062,WHITE,43,b1a1,b1a1,b1a1
5063,WHITE,1530,b3c1,b3c1,b3c1
5064,WHITE,720,h4d4,h4d4,h4d4
5065,WHITE,1465,c1e2,c1e2,c1e2
5066,WHITE,618,d4h4,d4h4,d4h4
5067,WHITE,1504,e2d4,e2d4,e2d4
5068,WHITE,1592,d4e6,d4e6,d4e6
5069,WHITE,722,h4b4,h4b4,h4b4
5070,WHITE,22,a1b1,a1b1,a1b1
5071,WHITE,31,b1b4,b1b4,b1b4
5072,WHITE,314,g2g4,g2g4,g2g4
5073,WHITE,906,h5g6,h5g6,h5g6
5074,WHITE,694,g4f5,g4f5,g4f5
5075,WHITE,429,d3d4,d3d4,d3d4
5076,WHITE,294,f2f3,f2f3,f2f3
5077,WHITE,545,a4a5,a4a5,a4a5
5078,WHITE,574,b4a4,b4a4,b4a4
5079,WHITE,615,d4e5,d4e5,d4e5
5080,WHITE,842,e5f4,e5f4,e5f4
5081,WHITE,554,a4a3,a4a3,a4a3
5082,WHITE,735,a5a6,a5a6,a5a6
5083,WHITE,355,a3a6,a3a6,a3a6
5084,WHITE,938,a6a3,a6a3,a6a3
5085,WHITE,670,f4e5,f4e5,f4e5
5086,WHITE,479,f3f4,f3f4,f3f4
5087,WHITE,833,e5e6,e5e6,e5e6
5088,WHITE,1025,e6d6,e6d6,e6d6
5089,WHITE,366,a3b3,a3b3,a3b3
5090,BLACK,245,d2d4,e7e5,e7e5
5091,BLACK,1480,g1f3,b8c6,b8c6
5092,BLACK,1460,b1c3,g8f6,g8f6
5093,BLACK,1532,c3d5,f6e4,f6e4
5094,BLACK,1650,d5e3,e4d6,e4d6
5095,BLACK,270,e2f3,d7c6,d7c6
5096,BLACK,1551,e3c4,d6f5,d6f5
5097,BLACK,82,d1e1,e8d8,e8d8
5098,BLACK,120,f1e2,c8d7,c8d7
5099,BLACK,102,e1f1,d8c8,d8c8
5100,BLACK,181,a2a3,h7h6,h7h6
5101,BLACK,1590,c4d2,f5e7,f5e7
5102,BLACK,479,f3f4,c6c5,c6c5
5103,BLACK,272,e2d3,d7e6,d7e6
5104,BLACK,339,h2h3,a7a6,a7a6
5105,BLACK,1498,d2c4,e7f5,e7f5
5106,BLACK,317,g2g3,b7b6,b7b6
5107,BLACK,118,f1g2,c8b7,c8b7
5108,BLACK,503,g3g4,b6b5,b6b5
5109,BLACK,318,g2f3,b7c6,b7c6
5110,BLACK,1586,c4e5,f5d4,f5d4
5111,BLACK,441,d3f1,e6c8,e6c8
5112,BLACK,359,a3a4,h6h5,h6h5
5113,BLACK,1659,e5d3,d4e6,d4e6
5114,BLACK,202,b2b3,g7g6,g7g6
5115,BLACK,544,a4b5,h5g4,h5g4
5116,BLACK,669,f4f5,c5c4,c5c4
5117,BLACK,379,b3c4,g6f5,g6f5
5118,BLACK,1542,d3f4,e6c5,e6c5
5119,BLACK,488,f3g2,c6b7,c6b7
5120,BLACK,50,c1f4,f8c5,f8c5
5121,BLACK,114,f1c4,c8f5,c8f5
5122,BLACK,168,h1b1,a8g8,a8g8
5123,BLACK,5,a1a7,h8h2,h8h2
5124,BLACK,1120,a7a6,h2h3,h2h3
5125,BLACK,599,c4d3,f5e6,f5e6
5126,WHITE,202,b2b3,b2b3,b2b3
5127,WHITE,57,c1b2,c1b2,c1b2
5128,WHITE,317,g2g3,g2g3,g2g3
5129,WHITE,118,f1g2,f1g2,f1g2
5130,WHITE,271,e2e3,e2e3,e2e3
5131,WHITE,1481,g1e2,g1e2,g1e2
5132,WHITE,248,d2d3,d2d3,d2d3
5133,WHITE,1462,b1d2,b1d2,b1d2
5134,WHITE,1497,d2e4,d2e4,d2e4
5135,WHITE,428,d3e4,d3e4,d3e4
5136,WHITE,225,c2c3,c2c3,c2c3
5137,WHITE,380,b3b4,b3b4,b3b4
5138,WHITE,404,c3c4,c3c4,c3c4
5139,WHITE,1,O-O,O-O,e1g1
5140,WHITE,74,d1d3,d1d3,d1d3
5141,WHITE,124,f1d1,f1d1,f1d1
5142,WHITE,179,a2a4,a2a4,a2a4
5143,WHITE,566,b4b5,b4b5,b4b5
5144,WHITE,203,b2a3,b2a3,b2a3
5145,WHITE,1506,e2c3,e2c3,e2c3
5146,WHITE,435,d3c3,d3c3,d3c3
5147,WHITE,545,a4a5,a4a5,a4a5
5148,WHITE,291,f2f4,f2f4,f2f4
5149,WHITE,21,a1c1,a1c1,a1c1
5150,WHITE,669,f4f5,f4f5,f4f5
5151,WHITE,339,h2h3,h2h3,h2h3
5152,WHITE,139,g1h2,g1h2,g1h2
5153,WHITE,525,h3h4,h3h4,h3h4
5154,WHITE,316,g2h3,g2h3,g2h3
5155,WHITE,81,d1f1,d1f1,d1f1
5156,WHITE,63,c1b1,c1b1,c1b1
5157,WHITE,756,b5b6,b5b6,b5b6
5158,WHITE,116,f1f3,f1f3,f1f3
5159,WHITE,410,c3d3,c3d3,c3d3
5160,WHITE,39,b1f1,b1f1,b1f1
5161,WHITE,489,f3f2,f3f2,f3f2
5162,WHITE,299,f2d2,f2d2,f2d2
5163,WHITE,369,a3c1,a3c1,a3c1
5164,WHITE,258,d2d1,d2d1,d2d1
5165,WHITE,440,d3c2,d3c2,d3c2
5166,WHITE,69,d1d5,d1d5,d1d5
5167,WHITE,124,f1d1,f1d1,f1d1
5168,WHITE,54,c1a3,c1a3,c1a3
5169,WHITE,230,c2e2,c2e2,c2e2
5170,WHITE,535,h3g2,h3g2,h3g2
5171,WHITE,318,g2f3,g2f3,g2f3
5172,WHITE,276,e2d2,e2d2,e2d2
5173,WHITE,253,d2e2,d2e2,d2e2
5174,WHITE,77,d1d2,d1d2,d1d2
5175,WHITE,281,e2e1,e2e1,e2e1
5176,WHITE,248,d2d3,d2d3,d2d3
5177,WHITE,99,e1d2,e1d2,e1d2
5178,WHITE,253,d2e2,d2e2,d2e2
5179,WHITE,439,d3d2,d3d2,d3d2
5180,WHITE,282,e2d1,e2d1,e2d1
5181,WHITE,488,f3g2,f3g2,f3g2
5182,WHITE,819,d5d3,d5d3,d5d3
5183,WHITE,349,h2g1,h2g1,h2g1
5184,WHITE,141,g1f2,g1f2,g1f2
5185,WHITE,318,g2f3,g2f3,g2f3
5186,WHITE,305,f2e1,f2e1,f2e1
5187,WHITE,78,d1c2,d1c2,d1c2
5188,WHITE,103,e1d1,e1d1,e1d1
5189,WHITE,83,d1c1,d1c1,d1c1
5190,WHITE,63,c1b1,c1b1,c1b1
5191,WHITE,234,c2d1,c2d1,c2d1
5192,WHITE,43,b1a1,b1a1,b1a1
5193,WHITE,14,a1b2,a1b2,a1b2
5194,WHITE,251,d2g2,d2g2,d2g2
5195,WHITE,503,g3g4,g3g4,g3g4
5196,WHITE,314,g2g4,g2g4,g2g4
5197,WHITE,439,d3d2,d3d2,d3d2
5198,WHITE,251,d2g2,d2g2,d2g2
5199,WHITE,201,b2c3,b2c3,b2c3
5200,WHITE,715,h4h5,h4h5,h4h5
5201,WHITE,690,g4g6,g4g6,g4g6
5202,WHITE,322,g2d2,g2d2,g2d2
5203,WHITE,242,d2d5,d2d5,d2d5
5204,WHITE,490,f3e2,f3e2,f3e2
5205,WHITE,410,c3d3,c3d3,c3d3
5206,WHITE,644,e4d5,e4d5,e4d5
5207,WHITE,440,d3c2,d3c2,d3c2
5208,WHITE,81,d1f1,d1f1,d1f1
5209,WHITE,270,e2f3,e2f3,e2f3
5210,WHITE,116,f1f3,f1f3,f1f3
5211,WHITE,369,a3c1,a3c1,a3c1
5212,WHITE,479,f3f4,f3f4,f3f4
5213,WHITE,57,c1b2,c1b2,c1b2
5214,WHITE,235,c2c1,c2c1,c2c1
5215,WHITE,1087,g6g1,g6g1,g6g1
5216,WHITE,454,e3e4,e3e4,e3e4
5217,WHITE,195,b2f6,b2f6,b2f6
5218,WHITE,672,f4g4,f4g4,f4g4
5219,WHITE,643,e4e5,e4e5,e4e5
5220,WHITE,703,g4g3,g4g3,g4g3
5221,WHITE,496,g3g7,g3g7,g3g7
5222,WHITE,1246,g7h8,g7h8,g7h8
5223,WHITE,129,g1g7,g1g7,g1g7
5224,WHITE,1251,g7e7,g7e7,g7e7
5225,WHITE,1445,h8g7,h8g7,h8g7
5226,WHITE,268,e2e4,e2e4,e2e4
5227,WHITE,1480,g1f3,g1f3,g1f3
5228,WHITE,112,f1b5,f1b5,f1b5
5229,WHITE,767,b5a4,b5a4,b5a4
5230,WHITE,1,O-O,O-O,e1g1
5231,WHITE,123,f1e1,f1e1,f1e1
5232,WHITE,553,a4b3,a4b3,a4b3
5233,WHITE,225,c2c3,c2c3,c2c3
5234,WHITE,245,d2d4,d2d4,d2d4
5235,WHITE,52,c1e3,c1e3,c1e3
5236,WHITE,403,c3d4,c3d4,c3d4
5237,WHITE,643,e4e5,e4e5,e4e5
5238,WHITE,1460,b1c3,b1c3,b1c3
5239,WHITE,201,b2c3,b2c3,b2c3
5240,WHITE,389,b3c2,b3c2,b3c2
5241,WHITE,74,d1d3,d1d3,d1d3
5242,WHITE,447,e3h6,e3h6,e3h6
5243,WHITE,833,e5e6,e5e6,e5e6
5244,WHITE,1557,f3e5,f3e5,f3e5
5245,WHITE,1654,e5g6,e5g6,e5g6
5246,WHITE,88,e1e6,e1e6,e1e6
5247,WHITE,19,a1e1,a1e1,a1e1
5248,WHITE,432,d3g3,d3g3,d3g3
5249,WHITE,1103,h6f4,h6f4,h6f4
5250,WHITE,667,f4d6,f4d6,f4d6
5251,WHITE,1025,e6d6,e6d6,e6d6
5252,WHITE,506,g3f3,g3f3,g3f3
5253,BLACK,291,f2f4,c7c5,c7c5
5254,BLACK,271,e2e3,d7d6,d7d6
5255,BLACK,670,f4e5,c5d4,c5d4
5256,BLACK,1460,b1c3,g8f6,g8f6
5257,BLACK,339,h2h3,a7a6,a7a6
5258,BLACK,245,d2d4,e7e5,e7e5
5259,BLACK,117,f1d3,c8e6,c8e6
5260,BLACK,97,e1f2,d8c7,d8c7
5261,BLACK,55,c1d2,f8e7,f8e7
5262,BLACK,1481,g1e2,b8d7,b8d7
5263,BLACK,164,h1f1,a8c8,a8c8
5264,BLACK,425,d3f5,e6c4,e6c4
5265,BLACK,857,f5d7,c4e2,c4e2
5266,BLACK,294,f2f3,c7c6,c7c6
5267,BLACK,181,a2a3,h7h6,h7h6
5268,BLACK,1506,e2c3,d7f6,d7f6
5269,BLACK,1,O-O,O-O,e8g8
5270,BLACK,61,c1e1,f8d8,f8d8
5271,BLACK,314,g2g4,b7b5,b7b5
5272,BLACK,482,f3g3,c6b6,c6b6
5273,BLACK,496,g3g7,b6b2,b6b2
5274,BLACK,1250,g7f7,b2c2,b2c2
5275,BLACK,454,e3e4,d6d5,d6d5
5276,BLACK,616,d4d5,e5e4,e5e4
5277,BLACK,1534,c3e4,f6d5,f6d5
5278,BLACK,92,e1e4,d8d5,d8d5
5279,BLACK,1225,f7e8,c2d1,c2d1
5280,BLACK,1390,e8e4,d1d5,d1d5
5281,BLACK,259,d2c1,e7f8,e7f8
5282,BLACK,57,c1b2,f8g7,f8g7
5283,BLACK,107,f1f8,c8c1,c8c1
5284,BLACK,211,b2c1,g7f8,g7f8
5285,BLACK,647,e4f4,d5c5,d5c5
5286,BLACK,36,b1a2,g8h7,g8h7
5287,BLACK,54,c1a3,f8h6,f8h6
5288,BLACK,181,a2a3,h7h6,h7h6
5289,BLACK,366,a3b3,h6g6,h6g6
5290,BLACK,387,b3c3,g6f6,g6f6
5291,BLACK,413,c3d2,f6e7,f6e7
5292,BLACK,258,d2d1,e7e8,e7e8
5293,BLACK,76,d1e2,e8d7,e8d7
5294,BLACK,281,e2e1,d7d8,d7d8
5295,BLACK,97,e1f2,d8c7,d8c7
5296,WHITE,268,e2e4,e2e4,e2e4
5297,WHITE,1480,g1f3,g1f3,g1f3
5298,WHITE,112,f1b5,f1b5,f1b5
5299,WHITE,767,b5a4,b5a4,b5a4
5300,WHITE,1,O-O,O-O,e1g1
5301,WHITE,123,f1e1,f1e1,f1e1
5302,WHITE,553,a4b3,a4b3,a4b3
